Max Component Size,Compute Time (s),partition_lgraph_louvain,,,,
10,0.0178903,,10,0.020040603,,10
10,0.0156774,,,,,
10,0.0237162,,,,,
10,0.0223625,,,,,
10,0.0195408,,,,,
10,0.0158855,,,,,
10,0.0228103,,,,,
10,0.0256135,,,,,
10,0.0203665,,,,,
10,0.0224549,,,,,
10,0.0209519,,,,,
10,0.0174832,,,,,
10,0.0193051,,,,,
10,0.0223375,,,,,
10,0.0168795,,,,,
10,0.0198942,,,,,
10,0.020549,,,,,
10,0.0247898,,,,,
10,0.0225071,,,,,
10,0.0158103,,,,,
10,0.0225679,,,,,
10,0.0232043,,,,,
10,0.0169965,,,,,
10,0.0187909,,,,,
10,0.0177404,,,,,
10,0.0187344,,,,,
10,0.0176271,,,,,
10,0.0157361,,,,,
10,0.0195678,,,,,
10,0.0513828,,,,,
10,0.0226276,,,,,
10,0.0170083,,,,,
10,0.01952,,,,,
10,0.0191068,,,,,
10,0.0158247,,,,,
10,0.0175295,,,,,
10,0.0139736,,,,,
10,0.0187095,,,,,
10,0.0213248,,,,,
10,0.0200347,,,,,
10,0.0359594,,,,,
10,0.0178569,,,,,
10,0.0193912,,,,,
10,0.0169905,,,,,
10,0.0174304,,,,,
10,0.0156527,,,,,
10,0.0156104,,,,,
10,0.0234823,,,,,
10,0.0182057,,,,,
10,0.0213389,,,,,
10,0.0161863,,,,,
10,0.0178368,,,,,
10,0.0226411,,,,,
10,0.0177737,,,,,
10,0.0182335,,,,,
10,0.0162014,,,,,
10,0.0165076,,,,,
10,0.0212271,,,,,
10,0.0239488,,,,,
10,0.0263468,,,,,
10,0.0182007,,,,,
10,0.0166781,,,,,
10,0.022591,,,,,
10,0.0207276,,,,,
10,0.0205837,,,,,
10,0.0209368,,,,,
10,0.01767,,,,,
10,0.0206885,,,,,
10,0.0178369,,,,,
10,0.0212349,,,,,
10,0.0219049,,,,,
10,0.0197513,,,,,
10,0.0177811,,,,,
10,0.0162449,,,,,
10,0.0199208,,,,,
10,0.0449768,,,,,
10,0.0184194,,,,,
10,0.0181708,,,,,
10,0.0177972,,,,,
10,0.0175072,,,,,
10,0.0217584,,,,,
10,0.0240345,,,,,
10,0.0190058,,,,,
10,0.0175848,,,,,
10,0.0176762,,,,,
10,0.0196877,,,,,
10,0.0201533,,,,,
10,0.017558,,,,,
10,0.0217861,,,,,
10,0.0166109,,,,,
10,0.0197079,,,,,
10,0.0193873,,,,,
10,0.0178845,,,,,
10,0.0199651,,,,,
10,0.0270193,,,,,
10,0.0163445,,,,,
10,0.0247087,,,,,
10,0.0196998,,,,,
10,0.0189546,,,,,
10,0.0208329,,,,,
10,0.0197408,,,,,
10,0.0184902,,,,,
10,0.0215896,,,,,
10,0.0180699,,,,,
10,0.0181404,,,,,
10,0.0185905,,,,,
10,0.0185987,,,,,
10,0.0167567,,,,,
10,0.0179085,,,,,
10,0.015731,,,,,
10,0.0169221,,,,,
10,0.0173141,,,,,
10,0.0143336,,,,,
10,0.0205855,,,,,
10,0.017277,,,,,
10,0.0179275,,,,,
10,0.0173355,,,,,
10,0.0178101,,,,,
10,0.0203996,,,,,
10,0.0208314,,,,,
10,0.0193429,,,,,
10,0.0451234,,,,,
10,0.0202775,,,,,
10,0.0252377,,,,,
10,0.017381,,,,,
10,0.0187546,,,,,
10,0.0181103,,,,,
10,0.0209171,,,,,
10,0.0215183,,,,,
10,0.0217731,,,,,
10,0.0186153,,,,,
10,0.0168053,,,,,
10,0.0174761,,,,,
10,0.0161166,,,,,
10,0.0177116,,,,,
10,0.0209812,,,,,
10,0.0224888,,,,,
10,0.0239996,,,,,
10,0.0219862,,,,,
10,0.0209972,,,,,
10,0.0178381,,,,,
10,0.0197594,,,,,
10,0.0206377,,,,,
10,0.022688,,,,,
10,0.0158311,,,,,
10,0.0243163,,,,,
10,0.0262786,,,,,
10,0.0205448,,,,,
10,0.0160538,,,,,
10,0.0173477,,,,,
10,0.018992,,,,,
10,0.0206951,,,,,
10,0.0228013,,,,,
10,0.015732,,,,,
10,0.0221926,,,,,
10,0.0210007,,,,,
10,0.0189068,,,,,
10,0.0179346,,,,,
10,0.0188584,,,,,
10,0.0140075,,,,,
10,0.0220622,,,,,
10,0.0191431,,,,,
10,0.0216424,,,,,
10,0.0191192,,,,,
10,0.0215785,,,,,
10,0.0175086,,,,,
10,0.0156965,,,,,
10,0.0179742,,,,,
10,0.0159382,,,,,
10,0.019361,,,,,
10,0.0158094,,,,,
10,0.0187093,,,,,
10,0.0220387,,,,,
10,0.0261432,,,,,
10,0.0217165,,,,,
10,0.0213675,,,,,
10,0.019754,,,,,
10,0.0167029,,,,,
10,0.0178428,,,,,
10,0.0220893,,,,,
10,0.0227029,,,,,
10,0.0159501,,,,,
10,0.0210645,,,,,
10,0.0209531,,,,,
10,0.0231494,,,,,
10,0.0174413,,,,,
10,0.0175019,,,,,
10,0.0225228,,,,,
10,0.0173904,,,,,
10,0.024223,,,,,
10,0.0189872,,,,,
10,0.017765,,,,,
10,0.0195685,,,,,
10,0.0228588,,,,,
10,0.019557,,,,,
10,0.0193863,,,,,
10,0.0223576,,,,,
10,0.0192595,,,,,
10,0.0242966,,,,,
10,0.0229665,,,,,
