Max Component Size,Compute Time (s),runScen3_1_rand,,,,
200,0.0043556,,199.4,0.004782467,,120
200,0.0045704,,,,,
200,0.0047299,,,,,
200,0.0048703,,,,,
200,0.0050319,,,,,
200,0.004696,,,,,
200,0.0058111,,,,,
200,0.0058984,,,,,
200,0.0048073,,,,,
200,0.0050847,,,,,
200,0.0045358,,,,,
200,0.0045439,,,,,
200,0.0048515,,,,,
200,0.0042885,,,,,
200,0.0051176,,,,,
200,0.0051503,,,,,
200,0.0043889,,,,,
200,0.0050845,,,,,
200,0.0048642,,,,,
190,0.0077756,,,,,
200,0.0044287,,,,,
200,0.0047658,,,,,
190,0.0051321,,,,,
200,0.0049358,,,,,
200,0.0050471,,,,,
200,0.0048577,,,,,
200,0.0054811,,,,,
200,0.0048145,,,,,
200,0.0044963,,,,,
200,0.0043974,,,,,
200,0.0053908,,,,,
120,0.0043457,,,,,
200,0.0051705,,,,,
200,0.0046083,,,,,
200,0.0045042,,,,,
200,0.0049797,,,,,
200,0.0048547,,,,,
200,0.0042829,,,,,
200,0.0043463,,,,,
200,0.0047465,,,,,
200,0.0044508,,,,,
200,0.0045435,,,,,
200,0.004479,,,,,
200,0.0047131,,,,,
200,0.0040372,,,,,
200,0.0047463,,,,,
200,0.0049706,,,,,
200,0.0045396,,,,,
200,0.0044257,,,,,
200,0.0047809,,,,,
200,0.0050158,,,,,
200,0.0043664,,,,,
200,0.0042764,,,,,
200,0.0046142,,,,,
200,0.0045747,,,,,
200,0.0041892,,,,,
200,0.0044038,,,,,
200,0.0046298,,,,,
200,0.0048001,,,,,
200,0.004773,,,,,
200,0.0046358,,,,,
200,0.0054458,,,,,
200,0.0053326,,,,,
200,0.0050905,,,,,
200,0.0047057,,,,,
200,0.0046323,,,,,
200,0.0053824,,,,,
200,0.0046,,,,,
200,0.0045539,,,,,
200,0.0044497,,,,,
200,0.0046943,,,,,
200,0.0048276,,,,,
200,0.0044728,,,,,
200,0.0048156,,,,,
200,0.0050203,,,,,
200,0.0052525,,,,,
200,0.0047271,,,,,
200,0.0052397,,,,,
200,0.0046316,,,,,
200,0.0042985,,,,,
200,0.0049194,,,,,
200,0.0040603,,,,,
200,0.0045294,,,,,
200,0.0048103,,,,,
200,0.0048751,,,,,
190,0.0046397,,,,,
200,0.0049788,,,,,
200,0.0048009,,,,,
200,0.0044658,,,,,
200,0.0045913,,,,,
200,0.0047323,,,,,
200,0.0046863,,,,,
200,0.0049459,,,,,
200,0.0046941,,,,,
200,0.0047918,,,,,
200,0.0045892,,,,,
200,0.0048398,,,,,
200,0.0049722,,,,,
200,0.0050535,,,,,
200,0.0045705,,,,,
200,0.0044661,,,,,
200,0.0044585,,,,,
200,0.0052231,,,,,
200,0.0080625,,,,,
200,0.0044253,,,,,
200,0.0047899,,,,,
200,0.0048642,,,,,
200,0.0047236,,,,,
200,0.0045309,,,,,
200,0.0050053,,,,,
200,0.0046759,,,,,
200,0.0045531,,,,,
200,0.0045621,,,,,
200,0.004426,,,,,
200,0.0050237,,,,,
200,0.0048664,,,,,
200,0.0049755,,,,,
190,0.0045028,,,,,
200,0.0049307,,,,,
200,0.0046156,,,,,
200,0.0046116,,,,,
200,0.0044143,,,,,
200,0.0051176,,,,,
200,0.0049167,,,,,
200,0.0048087,,,,,
200,0.0049379,,,,,
200,0.004706,,,,,
200,0.0048445,,,,,
200,0.0045567,,,,,
200,0.0047692,,,,,
200,0.0048196,,,,,
200,0.0043267,,,,,
200,0.0045308,,,,,
200,0.0047323,,,,,
200,0.0043896,,,,,
200,0.0044091,,,,,
200,0.0047317,,,,,
200,0.0048327,,,,,
200,0.0047606,,,,,
200,0.0047707,,,,,
200,0.0045199,,,,,
200,0.004946,,,,,
200,0.0049733,,,,,
200,0.004918,,,,,
200,0.0044839,,,,,
200,0.0049954,,,,,
200,0.0050584,,,,,
200,0.0047742,,,,,
200,0.0045567,,,,,
200,0.004897,,,,,
200,0.005037,,,,,
200,0.0047255,,,,,
200,0.0048046,,,,,
200,0.0045372,,,,,
200,0.0044761,,,,,
200,0.0048482,,,,,
200,0.0051268,,,,,
200,0.0048864,,,,,
200,0.0047876,,,,,
200,0.004747,,,,,
200,0.0048515,,,,,
200,0.0047385,,,,,
200,0.0047737,,,,,
200,0.0054847,,,,,
200,0.0049645,,,,,
200,0.0041393,,,,,
200,0.0045952,,,,,
200,0.0046286,,,,,
200,0.0048235,,,,,
200,0.0049032,,,,,
200,0.0048076,,,,,
200,0.0045133,,,,,
200,0.0052028,,,,,
200,0.0046591,,,,,
200,0.0049035,,,,,
200,0.0047896,,,,,
200,0.0047802,,,,,
200,0.0039982,,,,,
200,0.0047782,,,,,
200,0.0051125,,,,,
200,0.0046905,,,,,
200,0.0044233,,,,,
200,0.0046042,,,,,
200,0.0046541,,,,,
200,0.0044471,,,,,
200,0.0045006,,,,,
200,0.0048429,,,,,
200,0.0049869,,,,,
200,0.0047631,,,,,
200,0.0048988,,,,,
200,0.0045358,,,,,
200,0.0050637,,,,,
200,0.0050481,,,,,
200,0.0044829,,,,,
200,0.0049804,,,,,
200,0.0047509,,,,,
200,0.0042921,,,,,
200,0.0049263,,,,,
200,0.0048337,,,,,
200,0.004825,,,,,
